,,,GGBS ,,,,,,,Fly Ash,,,,,,,Silica Fume,,,,,,,Na(OH) content and composition,,Na2SiO3 content and composition,Aggregates Composition,,,Ratio,,,,Curing Conditions,,,Sample Dimensions,,,Compressive Strength,
,,C,688,38.81,33.81,14.78,7.09,0.36,2.49,172,1.24,54.22,31.18,0.47,2.63,0.35,45,1.84,95.38,,0.26,0.61,0.16,45,,314,0,905,87,,0.1,0,,20,65,Ambient,100,100,100,,154.9
,,D,652,38.81,33.81,14.78,7.09,0.36,2.49,163,1.24,54.22,31.18,0.47,2.63,0.35,90,1.84,95.38,,0.26,0.61,0.16,45,,314,0,905,87,,0.1,0,,20,65,Ambient,100,100,100,,104
,,E,580,38.81,33.81,14.78,7.09,0.36,2.49,145,1.24,54.22,31.18,0.47,2.63,0.35,180,1.84,95.38,,0.26,0.61,0.16,45,,314,0,905,87,,0.1,0,,20,65,Ambient,100,100,100,,138
,,F,508,38.81,33.81,14.78,7.09,0.36,2.49,127,1.24,54.22,31.18,0.47,2.63,0.35,270,1.84,95.38,,0.26,0.61,0.16,45,,314,0,905,87,,0.1,0,,20,65,Ambient,100,100,100,,151
https://doi.org/10.1016/j.nxsust.2025.100122,Mechanical and microstructural properties of sustainable ternary blended alkali-activated concrete,A4N1.5,200,38.45,34.28,20.68,7.58,0.84,0.75,160,1.23,58.7,29.4,0.87,5.3,0.43,40,0.35,93.57,0.87,0.81,0.74,0.17,72,12,108,1152,768,170,0.45,,1.4,1.5,23,60,Ambient,150,150,150,48,52.8
,,A4N2.0,200,38.45,34.28,20.68,7.58,0.84,0.75,160,1.23,58.7,29.4,0.87,5.3,0.43,40,0.35,93.57,0.87,0.81,0.74,0.17,60,12,120,1152,768,170,0.45,,1.4,2,23,60,Ambient,150,150,150,55,60.5
,,A4N2.5,200,38.45,34.28,20.68,7.58,0.84,0.75,160,1.23,58.7,29.4,0.87,5.3,0.43,40,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12,128.6,1152,768,170,0.45,,1.4,2.5,23,60,Ambient,150,150,150,68,74.12
,,A5N2.0,250,38.45,34.28,20.68,7.58,0.84,0.75,200,1.23,58.7,29.4,0.87,5.3,0.43,50,0.35,93.57,0.87,0.81,0.74,0.17,75,12,150,1065,710,170,0.45,,1.7,2,23,60,Ambient,150,150,150,63,66
,,A5N2.5,250,38.45,34.28,20.68,7.58,0.84,0.75,200,1.23,58.7,29.4,0.87,5.3,0.43,50,0.35,93.57,0.87,0.81,0.74,0.17,64.3,12,160.7,1065,710,170,0.45,,1.7,2.5,23,60,Ambient,150,150,150,70,70.4
,,A6N2.5,300,38.45,34.28,20.68,7.58,0.84,0.75,240,1.23,58.7,29.4,0.87,5.3,0.43,60,0.35,93.57,0.87,0.81,0.74,0.17,77.1,12,192.9,978,652,170,0.45,,2,2.5,23,60,Ambient,150,150,150,72,68.9
,,B4N2.5,200,38.45,34.28,20.68,7.58,0.84,0.75,140,1.23,58.7,29.4,0.87,5.3,0.43,60,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12,128.6,1152,768,170,0.45,,1.4,2.5,23,60,Ambient,150,150,150,60,66.7
,,B5N2.5,250,38.45,34.28,20.68,7.58,0.84,0.75,175,1.23,58.7,29.4,0.87,5.3,0.43,75,0.35,93.57,0.87,0.81,0.74,0.17,64.3,12,160.7,1065,710,170,0.45,,1.7,2.5,23,60,Ambient,150,150,150,66,69
,,C4N2.5,200,38.45,34.28,20.68,7.58,0.84,0.75,120,1.23,58.7,29.4,0.87,5.3,0.43,80,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12,128.6,1152,768,170,0.45,,1.4,2.5,23,60,Ambient,150,150,150,54,58.7
,,D4N2.5,200,38.45,34.28,20.68,7.58,0.84,0.75,180,1.23,58.7,29.4,0.87,5.3,0.43,20,0.35,93.57,0.87,0.81,0.74,0.17,51.4,12,128.6,1152,768,170,0.45,,1.4,2.5,23,60,Ambient,150,150,150,50,54.9
https://doi.org/10.2478/sjce-2022-0021,Workability_and_Strength_Characteristics_of_Alkali-Activated_Fly_ASHGGBS_Concrete_Activated_with_Neutral_Grade_Na_2_SiO_3_for_Various_Binder_Contents_and_the_Ratio_of_the_LiquidBinder,FA100GGBS0AB0.6,0,32.7,34.07,20.1,7.88,0.81,0.91,300,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,56,,180,1111,909,,0.6,,0,2.92,27,70,Ambient,100,100,100,5.97,13.4
,,FA100GGBS0AB0.65,0,32.7,34.07,20.1,7.88,0.81,0.91,400,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,74,,195,1102.7,902.25,,0.65,,0,2.92,27,70,Ambient,100,100,100,5.45,12.9
,,FA100GGBS0AB0.7,0,32.7,34.07,20.1,7.88,0.81,0.91,500,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,93,,210,1094.5,895.5,,0.7,,0,2.92,27,70,Ambient,100,100,100,5.75,13.2
,,FA50GGBS50AB0.6,150,32.7,34.07,20.1,7.88,0.81,0.91,150,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,62,,240,1023,837,,0.6,,0,2.92,27,70,Ambient,100,100,100,30.9,42.8
,,FA50GGBS50AB0.65,200,32.7,34.07,20.1,7.88,0.81,0.91,200,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,124,,260,1012,828,,0.65,,0,2.92,27,70,Ambient,100,100,100,30.1,42.1
,,FA50GGBS50AB0.7,250,32.7,34.07,20.1,7.88,0.81,0.91,250,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,93,,280,1001,819,,0.7,,0,2.92,27,70,Ambient,100,100,100,27.9,40.2
,,FA0GGBS51000AB0.6,300,32.7,34.07,20.1,7.88,0.81,0.91,0,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,93,,300,935,765,,0.6,,0,2.92,27,70,Ambient,100,100,100,70.6,76.5
,,FA0GGBS51000AB0.65,400,32.7,34.07,20.1,7.88,0.81,0.91,0,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,74,,325,921.2,753.75,,0.65,,0,2.92,27,70,Ambient,100,100,100,67.9,75.3
,,FA0GGBS51000AB0.7,500,32.7,34.07,20.1,7.88,0.81,0.91,0,4.01,60.1,26.54,1.26,4.24,0.36,0,0,0,0,0,0,0,74,,350,907.5,742.5,,0.7,,0,2.92,27,70,Ambient,100,100,100,69.7,76.2
https://doi.org/10.1016/j.conbuildmat.2024.137538,"Effects of multiple precursors on strength, durability, and microstructural properties of ambiently cured geopolymer concrete",GP30M1,0,55.25,21.58,14.88,2.63,1.78,0.46,360,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,973.9,760,,0.6,,0,2,25,,Ambient,100,100,100,6.84,9.42
,,GP30M2,36,55.25,21.58,14.88,2.63,1.78,0.46,324,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,979.7,764.7,,0.6,,0,2,25,,Ambient,100,100,100,10.5,14
,,GP30M3,72,55.25,21.58,14.88,2.63,1.78,0.46,288,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,985.5,769.4,,0.6,,0,2,25,,Ambient,100,100,100,15.5,20
,,GP30M4,108,55.25,21.58,14.88,2.63,1.78,0.46,252,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,172.8,3.5,43.2,991.3,774.1,,0.6,,0,2,25,,Ambient,100,100,100,22,30
,,GP50M1,0,55.25,21.58,14.88,2.63,1.78,0.46,460,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5,86.48,925.5,722.4,,0.47,,0,2,25,,Ambient,100,100,100,9,11.46
,,GP50M2,46,55.25,21.58,14.88,2.63,1.78,0.46,414,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5,86.48,932.7,728.1,,0.47,,0,2,25,,Ambient,100,100,100,17,26
,,GP50M3,92,55.25,21.58,14.88,2.63,1.78,0.46,368,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5,86.48,939.9,733.8,,0.47,,0,2,25,,Ambient,100,100,100,25,38
,,GP50M4,138,55.25,21.58,14.88,2.63,1.78,0.46,322,2.09,55,26,0.8,10.17,0.3,0,0.23,96.2,0.09,0.37,0.63,0.16,129.72,5,86.48,947.1,739.5,,0.47,,0,2,25,,Ambient,100,100,100,35,52
,,GP70M1,0,55.25,21.58,14.88,2.63,1.78,0.46,437,2.09,55,26,0.8,10.17,0.3,23,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5,90.16,925.5,722.4,,0.49,,0,2,25,,Ambient,100,100,100,12,16.32
,,GP70M2,46,55.25,21.58,14.88,2.63,1.78,0.46,391,2.09,55,26,0.8,10.17,0.3,23,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5,90.16,932.7,728.1,,0.49,,0,2,25,,Ambient,100,100,100,28,40
,,GP70M3,92,55.25,21.58,14.88,2.63,1.78,0.46,345,2.09,55,26,0.8,10.17,0.3,23,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5,90.16,939.9,733.8,,0.49,,0,2,25,,Ambient,100,100,100,40,60
,,GP70M4,138,55.25,21.58,14.88,2.63,1.78,0.46,299,2.09,55,26,0.8,10.17,0.3,23,0.23,96.2,0.09,0.37,0.63,0.16,135.24,5,90.16,947.1,739.5,,0.49,,0,2,25,,Ambient,100,100,100,52,78
https://doi.org/10.1061/JMCEE7.MTENG-16389,Experimental Study on Characteristics of Fly Ash–GGBS-Based Geopolymer Concrete with Demolition Waste as Fine Aggregate,SH1.5M12,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,20.79,12,86.4,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,31.45,41.04
,,SH2.0M12,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,17.32,12,96,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,35.38,44.3
,,SH2.5M12,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,14.85,12,102.86,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,36.45,47.85
,,SH1.5M14,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,23.29,14,86.4,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,28.85,39.7
,,SH2.0M14,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,19.41,14,96,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,31,42.81
,,SH2.5M14,122.37,37.63,34.81,17.92,7.8,0.66,0.2,,1.38,61.42,24.84,3.62,6.69,0.41,0,0,0,0,0,0,0,16.63,14,102.86,1264,571,48.95,0.35,0.12,1,2.2,25,55,Ambient,150,150,150,34.46,46.07
https://doi.org/10.1016/j.conbuildmat.2018.04.008,Workability and mechanical properties of alkali-activated fly ash-slag concrete cured at ambient temperature,A10,40,37.6,36.77,13.56,7.45,0.41,1.82,360,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,10,107,1197,644,,0.4,,1,2,20,60,Ambient,100,100,100,12,21.9
,,A15,60,37.6,36.77,13.56,7.45,0.41,1.82,340,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,10,107,1200,646,,0.4,,1,2,20,60,Ambient,100,100,100,17,31
,,A20,80,37.6,36.77,13.56,7.45,0.41,1.82,320,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,10,107,1203,648,,0.4,,1,2,20,60,Ambient,100,100,100,28,43
,,A25,100,37.6,36.77,13.56,7.45,0.41,1.82,300,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,10,107,1207,650,,0.4,,1,2,20,60,Ambient,100,100,100,32,50
,,A30,120,37.6,36.77,13.56,7.45,0.41,1.82,280,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,10,107,1200,652,,0.4,,1,2,20,60,Ambient,100,100,100,36,56.4
,,B15,60,37.6,36.77,13.56,7.45,0.41,1.82,340,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,12,107,1207,646,,0.4,,1,2,20,60,Ambient,100,100,100,20,38
,,B20,80,37.6,36.77,13.56,7.45,0.41,1.82,320,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,12,107,1222,648,,0.4,,1,2,20,60,Ambient,100,100,100,30,40
,,B25,100,37.6,36.77,13.56,7.45,0.41,1.82,300,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,53,12,107,1207,658,,0.4,,1,2,20,60,Ambient,100,100,100,40,58
,,C15,60,37.6,36.77,13.56,7.45,0.41,1.82,340,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,47,10,93,1209,651,,0.35,,1,2,20,60,Ambient,100,100,100,18,33
,,C20,80,37.6,36.77,13.56,7.45,0.41,1.82,320,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,47,10,93,1227,661,,0.35,,1,2,20,60,Ambient,100,100,100,28,42
,,C25,100,37.6,36.77,13.56,7.45,0.41,1.82,300,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,47,10,93,1246,671,,0.35,,1,2,20,60,Ambient,100,100,100,35,49
,,D15,60,37.6,36.77,13.56,7.45,0.41,1.82,340,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,64,10,96,1184,637,,0.4,,1,2,20,60,Ambient,100,100,100,19,34
,,D25,100,37.6,36.77,13.56,7.45,0.41,1.82,300,3.65,53.24,26.42,9.55,1.65,0.56,0,0,0,0,0,0,0,46,10,114,1223,659,,0.4,,1,2,20,60,Ambient,100,100,100,36,46
https://doi.org/10.1016/j.cemconcomp.2018.07.009,A mixture proportioning method for the development of performance-based alkali-activated slag-based concret,TM1,311,38.81,33.81,14.78,7.09,0.36,2.49,0,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,6.81,,10.4,1163,744,155.5,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,2.64
,,TM2,281,38.81,33.81,14.78,7.09,0.36,2.49,50,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,8.9,,33.11,1132,723,144.47,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,7.52
,,TM3,244,38.81,33.81,14.78,7.09,0.36,2.49,105,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,9.83,,70.07,1099,703,131.16,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,61.35
,,TM4,202,38.81,33.81,14.78,7.09,0.36,2.49,165,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,9.35,,122.96,1067,682,107.61,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,68.54
,,TM5,400,38.81,33.81,14.78,7.09,0.36,2.49,0,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,8.45,,60.19,1067,682,142.68,0.6,0.45,0,1,20,55,Ambient,100,100,100,,47.26
,,TM6,317,38.81,33.81,14.78,7.09,0.36,2.49,56,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,3.79,,49.88,1099,703,136.88,0.6,0.45,0,1,20,55,Ambient,100,100,100,,10.45
,,TM7,242,38.81,33.81,14.78,7.09,0.36,2.49,104,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,18.96,,28.95,1132,723,137.87,0.6,0.45,0,1,20,55,Ambient,100,100,100,,76.35
,,TM8,176,38.81,33.81,14.78,7.09,0.36,2.49,144,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,11.52,,42.83,1163,744,117.52,0.6,0.45,0,1,20,55,Ambient,100,100,100,,70.56
,,TM9,375,38.81,33.81,14.78,7.09,0.36,2.49,0,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.62,,100.32,1132,723,87.8,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,86.24
,,TM10,294,38.81,33.81,14.78,7.09,0.36,2.49,52,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,12.19,,86.9,1163,744,84.71,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,89.52
,,TM11,292,38.81,33.81,14.78,7.09,0.36,2.49,125,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.49,,27.86,1067,682,149.32,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,16.58
,,TM12,213,38.81,33.81,14.78,7.09,0.36,2.49,175,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,12.75,,19.47,1099,703,143.17,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,53.68
,,TM13,427,38.81,33.81,14.78,7.09,0.36,2.49,0,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,19.19,,71.34,1099,703,105.1,0.6,0.35,0,2,20,55,Ambient,100,100,100,,96.58
,,TM14,381,38.81,33.81,14.78,7.09,0.36,2.49,67,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,19.64,,29.99,1067,682,138.36,0.6,0.35,0,2,20,55,Ambient,100,100,100,,92.24
,,TM15,256,38.81,33.81,14.78,7.09,0.36,2.49,110,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,5.57,,78.31,1163,744,82.42,0.6,0.35,0,2,20,55,Ambient,100,100,100,,62.54
,,TM16,213,38.81,33.81,14.78,7.09,0.36,2.49,174,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,5.45,,38.36,1132,723,111.47,0.6,0.35,0,2,20,55,Ambient,100,100,100,,35.64
,,C1,208,38.81,33.81,14.78,7.09,0.36,2.49,139,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,4.77,,70.72,1099,702.78,129.72,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,3.36
,,C2,208,38.81,33.81,14.78,7.09,0.36,2.49,139,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,3.18,,47.15,1067,703,144.34,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,1.25
,,C3,208,38.81,33.81,14.78,7.09,0.36,2.49,139,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,4.77,,70.72,1067,702.78,129.72,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,7.82
,,C4,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.19,,106.61,1099,682.11,110.5,0.6,0.5,0,0.5,20,55,Ambient,100,100,100,,51.35
,,C5,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,4.49,,66.63,1132,682,135.29,0.6,0.45,0,1,20,55,Ambient,100,100,100,,48.65
,,C6,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.19,,106.61,1163,682.11,110.5,0.6,0.45,0,1,20,55,Ambient,100,100,100,,72.68
,,C7,355,38.81,33.81,14.78,7.09,0.36,2.49,89,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,8.13,,120.6,1132,661.44,102.81,0.6,0.45,0,1,20,55,Ambient,100,100,100,,89.98
,,C8,355,38.81,33.81,14.78,7.09,0.36,2.49,89,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,3.1,,90.45,1163,661,121.5,0.6,0.45,0,1,20,55,Ambient,100,100,100,,83.26
,,C9,355,38.81,33.81,14.78,7.09,0.36,2.49,89,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,10.16,,150.75,1067,661.44,84.12,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,27.25
,,C10,355,38.81,33.81,14.78,7.09,0.36,2.49,89,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,8.13,,120.6,1099,661.44,102.81,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,95.21
,,C11,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.19,,106.61,1099,661.44,130.12,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,73.48
,,C12,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,7.19,,106.61,1067,682.11,90.88,0.6,0.4,0,1.5,20,55,Ambient,100,100,100,,83.31
,,C13,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,10.45,,79.95,1163,682.11,127.03,0.6,0.35,0,2,20,55,Ambient,100,100,100,,85.62
,,C14,275,38.81,33.81,14.78,7.09,0.36,2.49,118,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,13.72,,53.3,1132,682.11,143.55,0.6,0.35,0,2,20,55,Ambient,100,100,100,,67.51
,,TM1,311,38.81,33.81,14.78,7.09,0.36,2.49,0,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,6.81,,10.4,1163,744,155.5,0.6,0.5,0,0.5,20,80,Heat,100,100,100,,3.24
,,TM2,281,38.81,33.81,14.78,7.09,0.36,2.49,50,1.24,54.22,31.18,0.47,2.36,0.35,0,0,0,0,0,0,0,8.9,,33.11,1132,723,144.47,0.6,0.5,0,0.5,20,80,Heat,100,100,100,,5.36
