GGBS_kg_m3,GGBS_CaO_%,GGBS_SiO2_%,GGBS_Al2O3_%,FlyAsh_kg_m3,FA_CaO_%,FA_SiO2_%,FA_Al2O3_%,SF_CaO_%,SF_SiO2_%,SF_Al2O3_%,Total NaOH (kg in 1m3 mix),Concentration (M) NaOH,Total Na2SiO3 (kg in 1m3 of mix),Coarse Aggregate (kg/m3),Fine Aggregates (kg/m3),Activator_Binder_Ratio,Water_Binder_Ratio,Superplasticizer_%,Relative Humidity,CS 7 day (Mpa),CS 28 day (Mpa),Total_Binders,Total_SiO2,Total_CaO,Total_Al2O3,SiO2 / Al2O3,CaO / Al2O3,CaO / SiO2
0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,9.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,12.32,500.0,56.46,11.06,7.395,7.634888438133875,7.634888438133875,0.19589089620970598
0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,21.31,500.0,56.46,11.06,7.395,7.634888438133875,7.634888438133875,0.19589089620970598
0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,11.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,13.73,500.0,56.46,11.06,7.395,7.634888438133875,7.634888438133875,0.19589089620970598
0.0,0.0,0.0,0.0,250.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,12.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,16.25,500.0,56.46,11.06,7.395,7.634888438133875,7.634888438133875,0.19589089620970598
0.0,0.0,0.0,0.0,375.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,19.96,500.0,45.68,16.495,10.2525,4.455498658863692,4.455498658863692,0.36109894921190894
0.0,0.0,0.0,0.0,500.0,21.93,34.9,13.11,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,19.96,500.0,34.9,21.93,13.11,2.662090007627765,2.662090007627765,0.6283667621776504
0.0,0.0,0.0,0.0,0.0,3.12,51.04,24.89,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,7.83,500.0,78.02,0.19,1.68,46.44047619047619,46.44047619047619,0.0024352730069213025
0.0,0.0,0.0,0.0,125.0,3.12,51.04,24.89,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,12.63,500.0,71.275,0.9225,7.4825,9.525559639158036,9.525559639158036,0.012942827078218169
0.0,0.0,0.0,0.0,250.0,3.12,51.04,24.89,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,20.25,500.0,64.53,1.655,13.285,4.85735792246895,4.85735792246895,0.025646985898031924
0.0,0.0,0.0,0.0,375.0,3.12,51.04,24.89,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,31.91,500.0,57.785,2.3875,19.0875,3.027373935821873,3.027373935821873,0.04131695076576967
0.0,0.0,0.0,0.0,500.0,3.12,51.04,24.89,0.19,78.02,1.68,100.0,10.0,100.0,0.0,0.0,0.4,0.27,0.0,65.0,34.0,13.6,500.0,51.04,3.12,24.89,2.0506227400562476,2.0506227400562476,0.061128526645768025
0.0,34.54,41.36,15.77,159.2,4.59,56.45,30.27,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,0.5,0.3,2.0,65.0,18.3,23.33,159.2,56.45,4.59,30.27,1.8648827221671622,1.8648827221671622,0.08131089459698848
31.8,34.54,41.36,15.77,127.4,4.59,56.45,30.27,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,0.5,0.3,2.0,65.0,30.18,40.21,159.20000000000002,53.435791457286435,10.572474874371858,27.3736432160804,1.9520891331664636,1.9520891331664636,0.19785380895542456
47.7,34.54,41.36,15.77,111.5,4.59,56.45,30.27,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,0.5,0.3,2.0,65.0,35.6,45.6,159.2,51.928687185929654,13.563712311557788,25.925464824120603,2.00299927265397,2.00299927265397,0.26119882952159335
63.7,34.54,41.36,15.77,95.5,4.59,56.45,30.27,0.0,0.0,0.0,26.53,12.0,53.07,398.1,358.3,0.5,0.3,2.0,65.0,38.03,48.17,159.2,50.41210427135679,16.573762562814068,24.4681783919598,2.060312928236706,2.060312928236706,0.32876553760980315
0.0,34.54,41.36,15.77,159.2,4.59,56.45,30.27,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,0.5,0.53,2.0,65.0,15.33,20.01,159.2,56.45,4.59,30.27,1.8648827221671622,1.8648827221671622,0.08131089459698848
31.8,34.54,41.36,15.77,127.4,4.59,56.45,30.27,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,0.5,0.53,2.0,65.0,25.16,35.66,159.20000000000002,53.435791457286435,10.572474874371858,27.3736432160804,1.9520891331664636,1.9520891331664636,0.19785380895542456
47.7,34.54,41.36,15.77,111.5,4.59,56.45,30.27,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,0.5,0.53,2.0,65.0,30.45,40.18,159.2,51.928687185929654,13.563712311557788,25.925464824120603,2.00299927265397,2.00299927265397,0.26119882952159335
63.7,34.54,41.36,15.77,95.5,4.59,56.45,30.27,0.0,0.0,0.0,29.92,8.0,49.68,398.1,358.3,0.5,0.53,2.0,65.0,33.2,43.65,159.2,50.41210427135679,16.573762562814068,24.4681783919598,2.060312928236706,2.060312928236706,0.32876553760980315
0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.0,0.0,0.0,45.0,8.0,112.5,1243.0,533.0,0.45,0.1,2.0,65.0,11.01,22.45,350.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.0,0.0,0.0,48.22,8.0,120.5,1215.0,521.0,0.45,0.1,2.0,65.0,13.13,25.61,375.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.0,0.0,0.0,51.42,8.0,128.5,1186.0,508.0,0.45,0.1,2.0,65.0,16.33,27.12,400.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.0,0.0,0.0,45.0,12.0,112.5,1239.0,531.0,0.45,0.1,2.0,65.0,14.6,30.2,350.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.0,0.0,0.0,48.22,12.0,120.5,1210.0,519.0,0.45,0.1,2.0,65.0,17.2,35.17,375.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.0,0.0,0.0,51.42,12.0,128.5,1181.0,506.0,0.45,0.1,2.0,65.0,20.14,38.61,400.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,350.0,1.1,62.55,29.02,0.0,0.0,0.0,45.0,16.0,112.5,1236.0,530.0,0.45,0.1,2.0,65.0,19.17,33.2,350.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,375.0,1.1,62.55,29.02,0.0,0.0,0.0,48.22,16.0,120.5,1207.0,517.0,0.45,0.1,2.0,65.0,21.0,38.9,375.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
0.0,0.0,0.0,0.0,400.0,1.1,62.55,29.02,0.0,0.0,0.0,51.42,16.0,128.5,1178.0,505.0,0.45,0.1,2.0,65.0,25.3,41.27,400.0,62.55,1.1,29.02,2.155410062026189,2.155410062026189,0.017585931254996006
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,101.0,115.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,115.0,140.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,122.0,147.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,123.0,144.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,126.0,152.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,127.0,150.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,129.0,162.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,123.0,145.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,127.0,153.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
860.0,39.0,36.0,11.0,0.0,0.0,0.0,0.0,0.59,95.1,1.22,27.06,14.0,99.0,1210.0,850.0,0.33,0.3,0.0,65.0,128.0,154.0,1145.0,50.71048034934498,29.43943231441048,8.565676855895196,5.920195356709524,5.920195356709524,0.5805394094396652
0.0,39.7,34.0,14.3,500.0,1.4,51.75,34.75,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,0.45,0.05,0.9,55.0,19.65,20.0,500.0,51.75,1.4,34.75,1.4892086330935252,1.4892086330935252,0.027053140096618356
0.0,39.7,34.0,14.3,0.0,1.4,51.75,34.75,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,0.45,0.05,0.9,55.0,37.05,41.35,0.0,44.13259892510342,22.333496553773266,19.70621046605801,2.797416818309127,2.797416818309127,0.5936466547508775
475.0,39.7,34.0,14.3,0.0,1.4,51.75,34.75,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,0.45,0.05,0.9,55.0,38.27,42.6,475.0,34.0,39.7,14.3,2.3776223776223775,2.3776223776223775,1.1676470588235295
425.0,39.7,34.0,14.3,0.0,1.4,51.75,34.75,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,0.45,0.05,0.9,55.0,33.53,39.31,425.0,34.0,39.7,14.3,2.3776223776223775,2.3776223776223775,1.1676470588235295
375.0,39.7,34.0,14.3,0.0,1.4,51.75,34.75,0.0,0.0,0.0,65.0,12.0,163.0,1100.0,785.0,0.45,0.05,0.9,55.0,27.81,31.59,375.0,34.0,39.7,14.3,2.3776223776223775,2.3776223776223775,1.1676470588235295
225.0,34.12,36.4,11.39,225.0,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,0.5,0.08,5.0,65.0,34.0,60.7,450.0,49.365,17.86,16.265,3.035044574239164,3.035044574239164,0.36179479388230523
225.0,34.12,36.4,11.39,225.0,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,740.34,862.65,0.5,0.08,5.0,65.0,34.0,58.4,450.0,49.365,17.86,16.265,3.035044574239164,3.035044574239164,0.36179479388230523
225.0,34.12,36.4,11.39,225.0,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,737.8,859.69,0.5,0.08,5.0,65.0,34.0,57.7,450.0,49.365,17.86,16.265,3.035044574239164,3.035044574239164,0.36179479388230523
225.0,34.12,36.4,11.39,225.0,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,0.5,0.08,5.0,65.0,34.0,63.8,489.2,45.40934178250205,16.428863450531477,14.961672117743255,3.035044574239164,3.035044574239164,0.3617947938823052
225.0,34.12,36.4,11.39,225.0,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.88,865.61,0.5,0.08,5.0,65.0,34.0,60.2,489.2,45.40934178250205,16.428863450531477,14.961672117743255,3.035044574239164,3.035044574239164,0.3617947938823052
222.8,34.12,36.4,11.39,222.8,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.54,865.22,0.5,0.08,5.0,65.0,34.0,58.0,484.8,45.37344059405941,16.415874587458745,14.949843234323435,3.0350445742391634,3.0350445742391634,0.36179479388230523
220.5,34.12,36.4,11.39,220.5,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.21,864.83,0.5,0.08,5.0,65.0,34.0,65.1,519.4,41.91367924528302,15.164150943396226,13.809905660377359,3.035044574239164,3.035044574239164,0.36179479388230523
222.8,34.12,36.4,11.39,222.8,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.54,865.22,0.5,0.08,5.0,65.0,34.0,61.7,524.0,41.97909160305344,15.187816793893129,13.831458015267177,3.035044574239164,3.035044574239164,0.36179479388230523
220.5,34.12,36.4,11.39,220.5,1.6,62.33,21.14,0.0,0.0,0.0,64.3,12.0,160.7,742.21,864.83,0.5,0.08,5.0,65.0,34.0,59.9,519.4,41.91367924528302,15.164150943396226,13.809905660377359,3.035044574239164,3.035044574239164,0.36179479388230523
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,8.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,23.4,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,10.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,25.0,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,12.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,28.2,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,14.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,31.8,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,16.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,32.2,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
0.0,0.0,0.0,0.0,390.0,18.75,32.1,19.9,0.0,0.0,0.0,67.0,18.0,0.0,1092.0,585.0,0.6,0.35,0.0,65.0,34.0,30.3,390.0,32.1,18.75,19.9,1.613065326633166,1.613065326633166,0.5841121495327103
379.31,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,28.45,4.0,142.23,1108.8,739.2,0.45,0.48,0.0,65.0,52.1,62.5,379.31,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
360.34,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,27.03,4.0,135.17,1108.8,739.2,0.45,0.48,0.0,65.0,59.0,71.9,379.30999999999995,38.75818987108171,35.87156389233082,12.780355382141257,3.0326378815131236,3.0326378815131236,0.9255221673573393
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,4.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,63.0,72.2,379.31,41.66484669531518,34.03409691281537,12.171032137301943,3.4232796549456306,3.4232796549456306,0.8168540055288909
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,4.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,66.0,71.0,379.31,44.57303656639688,32.19566080514619,11.5613875194432,3.8553362640458864,3.8553362640458864,0.7223124849747873
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,4.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,67.5,80.3,379.35,47.47846711480163,30.358969025965465,10.952321339132727,4.335014070958703,4.335014070958703,0.639426057133612
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,4.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,69.2,84.0,379.31,50.387883261712055,28.519757717961564,10.342419656745143,4.871962745086443,4.871962745086443,0.5660042826135684
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,4.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,71.3,88.0,379.31,53.294540085945535,26.682290738446127,9.733096411905828,5.475599730087332,5.475599730087332,0.5006571160088235
379.31,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,28.45,6.0,142.23,1108.8,739.2,0.45,0.48,0.0,65.0,48.5,58.4,379.31,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
360.34,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,27.03,6.0,135.17,1108.8,739.2,0.45,0.48,0.0,65.0,55.2,66.7,360.34,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,6.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,60.1,70.3,341.38,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,6.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,54.0,72.9,322.41,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,6.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,67.1,78.9,303.49,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,6.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,69.3,82.6,284.48,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,6.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,71.5,86.8,265.52,35.85,37.71,13.39,2.6773711725168035,2.6773711725168035,1.0518828451882845
360.34,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,28.45,8.0,142.23,1108.8,739.2,0.45,0.48,0.0,65.0,45.3,55.1,379.30999999999995,38.75818987108171,35.87156389233082,12.780355382141257,3.0326378815131236,3.0326378815131236,0.9255221673573393
341.38,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,27.03,8.0,135.17,1108.8,739.2,0.45,0.48,0.0,65.0,51.8,63.4,379.31,41.66484669531518,34.03409691281537,12.171032137301943,3.4232796549456306,3.4232796549456306,0.8168540055288909
322.41,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,25.6,8.0,127.99,1108.8,739.2,0.45,0.48,0.0,65.0,56.7,68.2,379.31,44.57303656639688,32.19566080514619,11.5613875194432,3.8553362640458864,3.8553362640458864,0.7223124849747873
303.49,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,24.18,8.0,120.92,1108.8,739.2,0.45,0.48,0.0,65.0,60.4,71.0,379.35,47.47846711480163,30.358969025965465,10.952321339132727,4.335014070958703,4.335014070958703,0.639426057133612
284.48,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,22.76,8.0,113.82,1108.8,739.2,0.45,0.48,0.0,65.0,63.0,75.2,379.31,50.387883261712055,28.519757717961564,10.342419656745143,4.871962745086443,4.871962745086443,0.5660042826135684
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,21.34,8.0,106.69,1108.8,739.2,0.45,0.48,0.0,65.0,65.1,77.8,379.31,53.294540085945535,26.682290738446127,9.733096411905828,5.475599730087332,5.475599730087332,0.5006571160088235
265.52,37.71,35.85,13.39,0.0,0.0,0.0,0.0,0.95,94.0,1.2,19.91,8.0,99.55,1108.8,739.2,0.45,0.48,0.0,65.0,67.2,79.5,341.38,48.77184369324507,29.541350401312318,10.68119046224149,4.566143059208224,4.566143059208224,0.6057050167534227
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,15.59,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,36.3,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,50.23,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
436.0,59.41,25.75,8.03,0.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,55.0,436.0,25.75,59.41,8.03,3.206724782067248,3.206724782067248,2.307184466019417
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,26.52,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,43.67,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,41.52,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
327.0,59.41,25.75,8.03,109.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,12.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,47.6,436.0,33.852,45.63099999999999,12.110249999999999,2.7953180157304764,2.7953180157304764,1.347955807633227
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,6.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,16.99,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,8.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,29.55,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
218.0,59.41,25.75,8.03,218.0,4.294,58.158,24.351,0.0,0.0,0.0,95.92,10.0,143.88,0.0,1199.0,0.55,0.3,0.0,65.0,34.0,40.8,436.0,41.954,31.852,16.1905,2.5912726598931473,2.5912726598931473,0.7592124708013539
